,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
1605,"['rafamort22', 'Sett']","['Liar313', 'Warwick']","['Wîńd', 'TwistedFate']","['FLAGGED 86761417', 'Kalista']","['Karpington', 'Nami']","['80 ping warrior', 'Irelia']","['dontJOKEwME', 'Vi']","['FocusBliss', 'Leblanc']","['Kaya ScodeIario', 'Tristana']","['Magnus MCC09', 'Thresh']",Victoire des Rouges
1606,"['sionslave', 'Sion']","['Goldy LoL', 'Ekko']","['lulz09', 'Graves']","['Dorathegitanne', 'Ezreal']","['FîreByrd', 'Ornn']","['Krokstr', 'Irelia']","['E R G K Ι', 'Gragas']","['BlameOsama', 'Pantheon']","['Kaya ScodeIario', 'Caitlyn']","['Magnus MCC09', 'Lulu']",Victoire des Rouges
1607,"['ItsILiador', 'Riven']","['Lªmp', 'DrMundo']","['Bryce Quinlan', 'Katarina']","['Armlenere', 'Kaisa']","['Baldei', 'Annie']","['Call me Trashcan', 'Aatrox']","['Goldy LoL', 'Ekko']","['4j21j499dx15421', 'Tryndamere']","['Kaya ScodeIario', 'Lucian']","['Magnus MCC09', 'Nami']",Victoire des Rouges
1608,"['tankplayer88', 'Kennen']","['haunted777', 'Hecarim']","['NYver aNgrEE', 'Irelia']","['MisterJhingles', 'Ezreal']","['lmaoooxdddd', 'Seraphine']","['ItsILiador', 'Fiora']","['Marchiki', 'Rengar']","['PPG Hiro', 'Graves']","['Kaya ScodeIario', 'Kaisa']","['Magnus MCC09', 'Thresh']",Victoire des Rouges
1609,"['zjuk02', 'Fiora']","['Zedgee', 'LeeSin']","['lil lor', 'Syndra']","['Kaya ScodeIario', 'Ashe']","['Irundownfaster', 'Brand']","['Cannon Heartbeat', 'Ornn']","['tanrı123', 'Nidalee']","['La Abuela Juana', 'Lissandra']","['Voxit', 'Kaisa']","['ERIK BS', 'Senna']",Victoire des Rouges
1610,"['Liujiaxin666', 'KSante']","['dawnlike97', 'Evelynn']","['sammyb23', 'Varus']","['Wobblebob', 'Ezreal']","['0 MISTAKES', 'Soraka']","['Hav cansave Minh', 'Aatrox']","['Grassouil', 'Nunu']","['NA caPs', 'Vladimir']","['Kaya ScodeIario', 'Sivir']","['Homyclio', 'Lulu']",Victoire des Bleus
1611,"['kurrazi', 'Tryndamere']","['ME Rainbow', 'Shyvana']","['mao343', 'Taliyah']","['moon cheesecake', 'Ezreal']","['SuperVeryNiceGuy', 'Lux']","['Cianiton', 'Warwick']","['Fancy Camel', 'Ekko']","['Rowing Thunder', 'Azir']","['Kaya ScodeIario', 'Caitlyn']","['Starking20', 'Brand']",Victoire des Rouges
1612,"['MeyJan', 'Katarina']","['ÐΕVΙL', 'Graves']","['Kaya ScodeIario', 'Varus']","['kijuko', 'Karthus']","['Goodys', 'Karma']","['KDA FloW', 'Fiora']","['Rågnarök', 'MonkeyKing']","['JazzienSulcal', 'Sylas']","['ITopMagi', 'Kalista']","['FrøzenProduction', 'Renata']",Victoire des Bleus
1613,"['Ouzěn', 'Camille']","['Cogunuwa', 'Graves']","['Narckez1', 'Sylas']","['Aval Shamshir', 'Ashe']","['KillerCake', 'Sona']","['Grommonon', 'Fiora']","['L9 lvy', 'Kindred']","['ZeroTempo', 'Malzahar']","['Kaya ScodeIario', 'Lucian']","['washed up npc015', 'Nami']",Victoire des Bleus
1614,"['Wauhche', 'DrMundo']","['YuuBee UwU', 'Hecarim']","['Mid Prødigy', 'Syndra']","['king fubie', 'Kaisa']","['Liffix Master', 'Janna']","['Kavika', 'Fiora']","['LionelbYoB', 'Diana']","['LuckyLoots1234', 'Viego']","['Kaya ScodeIario', 'Varus']","['8732647832', 'Nami']",Victoire des Rouges
1615,"['Vic Vinegar', 'Shen']","['WadRambo', 'Viego']","['michaś', 'Syndra']","['DiamondSavage', 'Lucian']","['Jomou', 'Pyke']","['Handsomechibby', 'Sylas']","['Trapped', 'Shyvana']","['IDavidsonI420', 'Ahri']","['Kaya ScodeIario', 'Ezreal']","['SadLiƒe', 'Blitzcrank']",Victoire des Rouges
1616,"['AtomlseurDePuant', 'Rengar']","['Usopp EU', 'Ekko']","['Kithy Lover', 'Kassadin']","['Kaya ScodeIario', 'Caitlyn']","['Tjursnopp', 'Lux']","['macron petasse', 'Garen']","['Rank 1 Zyzz fan', 'Kindred']","['sadndepressed2', 'Twitch']","['mmerserker five5', 'Kaisa']","['ReformedTutel', 'Blitzcrank']",Victoire des Rouges
1617,"['Rarax572', 'Darius']","['Statspieler 669', 'Shyvana']","['VapeRoald', 'Talon']","['OoFlekoO', 'Jinx']","['OG Schneckerîch', 'Bard']","['Redeemed Hibkos', 'Gangplank']","['Usopp EU', 'Ekko']","['M3hdi Tn', 'Anivia']","['Kaya ScodeIario', 'Caitlyn']","['San9', 'Ashe']",Victoire des Rouges
1618,"['Plus8plus4', 'Tryndamere']","['Usopp EU', 'LeeSin']","['Grim Marisa', 'TwistedFate']","['Kaya ScodeIario', 'Kaisa']","['ESE Kniveless', 'Blitzcrank']","['FAT ÌRL', 'Lillia']","['Klangond', 'Ekko']","['Uisrannya', 'DrMundo']","['temp678894372412', 'Twitch']","['arlert7', 'Rakan']",Victoire des Bleus
1619,"['skywalker4231', 'Graves']","['Usopp EU', 'Ekko']","['Skayez', 'Syndra']","['Kaya ScodeIario', 'Kaisa']","['CybérmaN', 'Veigar']","['ChomaJ', 'Yasuo']","['HappyMomo', 'Shaco']","['Homantune', 'Corki']","['Muircelos', 'Ezreal']","['MVP Blitzcrank', 'Morgana']",Victoire des Rouges
1620,"['Aaro1', 'Rengar']","['Usopp EU', 'Ekko']","['Mid Prødigy', 'Syndra']","['Kaya ScodeIario', 'Caitlyn']","['NutritionalYeast', 'Senna']","['BigBuns', 'Zed']","['Drogan Charopos', 'Akshan']","['RΟYALTY', 'Diana']","['intentshighscore', 'Kaisa']","['Elderopuu', 'Soraka']",Victoire des Bleus
1621,"['The Unf0rgiv3n', 'KSante']","['Arelzian', 'Volibear']","['Amazingz', 'Zed']","['Der Trixter', 'Karthus']","['verybigmind', 'Xerath']","['Kaya ScodeIario', 'Gangplank']","['KRVN', 'Khazix']","['T1 Albert Wesker', 'Mordekaiser']","['Der Sebo aus NRW', 'Heimerdinger']","['Harakiri', 'Senna']",Victoire des Bleus
1622,"['Smile4 Killcam', 'Aatrox']","['icfivzh', 'JarvanIV']","['EXPERIMENTONME', 'Kassadin']","['Kaya ScodeIario', 'Varus']","['LeSemeurDeMort', 'Lux']","['STOP ZOUGLOUTING', 'Darius']","['EXODIĄ', 'Kindred']","['we arent equal', 'Qiyana']","['tanri kulu', 'Kaisa']","['PykeAndSon', 'Pyke']",Victoire des Rouges
1623,"['CRL Ai Land', 'Tryndamere']","['Sir ChingBilling', 'MonkeyKing']","['Quanahamal', 'Zed']","['BombaRoger', 'Vayne']","['LoLNoxi', 'Zyra']","['ar4i', 'Irelia']","['01 07 2003', 'LeeSin']","['19112021', 'Fizz']","['Kaya ScodeIario', 'Jhin']","['13131377', 'Ashe']",Victoire des Rouges
1624,"['NLA Coochie Man', 'Pantheon']","['Get Fïzzed ', 'Viego']","['19112021', 'Fizz']","['Kaya ScodeIario', 'Caitlyn']","['silvaneitor', 'Karma']","['smurf0ncråck', 'Urgot']","['veloria', 'Warwick']","['01 07 2003', 'Sylas']","['Gubernija', 'Draven']","['Ticker', 'Thresh']",Victoire des Bleus
1625,"['Baelannick', 'Ryze']","['invictus50', 'Hecarim']","['J Unstoppable', 'Yasuo']","['Kaya ScodeIario', 'Xayah']","['El Tεt', 'Rakan']","['LM Flex', 'KSante']","['xL4sh', 'MonkeyKing']","['Ticker', 'TwistedFate']","['racks in louis', 'Jhin']","['Jarenicia', 'Lulu']",Victoire des Rouges
1626,"['ThyChilee', 'KSante']","['AvXq', 'JarvanIV']","['LorisKus', 'Chogath']","['Kaya ScodeIario', 'Tristana']","['TheBigBackClock', 'Zilean']","['Pοchita', 'Jax']","['Ryùdooo', 'Graves']","['DiiANNA', 'Diana']","['God Usoppu', 'Nilah']","['Big Quasar', 'Nami']",Victoire des Bleus
1627,"['DaveNerd', 'Rengar']","['ASS Neke', 'Shyvana']","['Big Quasar', 'Kaisa']","['Kaya ScodeIario', 'Tristana']","['dopnamidu', 'Ashe']","['Darnotskbl', 'KSante']","['Ryùdooo', 'Kayle']","['unvou', 'Cassiopeia']","['fin er criminale', 'Caitlyn']","['Bot Pawellek', 'Sona']",Victoire des Bleus
1628,"['bgt8', 'Udyr']","['udnrty', 'JarvanIV']","['FrederikHvam', 'Sylas']","['Kaya ScodeIario', 'Caitlyn']","['Minets', 'Morgana']","['Kawai Boubyzz ', 'DrMundo']","['8154375354', 'Nidalee']","['OTP1ASHE1MID', 'Ashe']","['Enriquecek1', 'Draven']","['Bot Pawellek', 'Sona']",Victoire des Bleus
1629,"['Kjældsen', 'Janna']","['BorgAntonia', 'Nocturne']","['hentai lemon', 'Katarina']","['Léi Feng', 'Ezreal']","['Muffmuff xx', 'Yuumi']","['Slemdre', 'Gangplank']","['LanceuU', 'Ekko']","['groovy', 'Qiyana']","['Kaya ScodeIario', 'Kaisa']","['Suunny2G', 'Seraphine']",Victoire des Rouges
1630,"['Booger', 'TahmKench']","['Crazy Ribambelle', 'Mordekaiser']","['Dr FiIl', 'Zoe']","['HotADsixPack', 'Xayah']","['Aïnz', 'Rakan']","['Hr Heroic', 'Swain']","['8154375354', 'Kayn']","['Menschenschwein', 'Vex']","['Kaya ScodeIario', 'Jinx']","['Nannu', 'Lulu']",Victoire des Rouges
1631,"['Wrayth999', 'Pantheon']","['VapeRoald', 'Talon']","['1RED2DEAD', 'Kassadin']","['Kaya ScodeIario', 'Varus']","['Unknown Chinese', 'Sona']","['Floopsyr', 'Veigar']","['PsycøFish', 'Vi']","['Megablue', 'Vladimir']","['ProTestSkill', 'Caitlyn']","['TURBO J4NNA', 'Janna']",Victoire des Rouges
1632,"['Intuity', 'Jax']","['tune hunter', 'Hecarim']","['Scr18', 'Vex']","['partyinfrance', 'Tristana']","['Sicrest', 'Nami']","['William Hardy', 'Olaf']","['BuffHecarim', 'Graves']","['Jiying', 'Katarina']","['Kaya ScodeIario', 'Draven']","['TURBO J4NNA', 'Janna']",Victoire des Rouges
1633,"['C1earCB', 'KSante']","['TRM BROSES', 'Khazix']","['R Snajoli NG', 'Veigar']","['Kaya ScodeIario', 'Tristana']","['VANSFREAK', 'Twitch']","['Sneaky Brit', 'Soraka']","['Future1019', 'MonkeyKing']","['TigerSR', 'Cassiopeia']","['DeviIry', 'Jhin']","['Unröstlich', 'FiddleSticks']",Victoire des Bleus
1634,"['Pοchita', 'Gwen']","['Lord Shacouille', 'Zac']","['Mërcë', 'Yone']","['Kaya ScodeIario', 'Caitlyn']","['Taranto Capitale', 'Swain']","['zh Reqquiem', 'Tryndamere']","['Future1019', 'MonkeyKing']","['Choovvyy', 'Sylas']","['VayNay', 'Ezreal']","['aKeZScott', 'FiddleSticks']",Victoire des Rouges
1635,"['Mike Oxard', 'Kayle']","['Huang En', 'Rengar']","['thatgurl1996', 'Yasuo']","['Kaya ScodeIario', 'Kaisa']","['Lose the pep', 'Vex']","['DaCareless', 'Gwen']","['Sir Yahya', 'Jax']","['Skilled Folder ', 'Vayne']","['DeleteNilah', 'Jhin']","['KittyMiiau', 'Karthus']",Victoire des Rouges
1636,"['Zack Puerto', 'Varus']","['cuongnham1', 'Poppy']","['TheoTTree', 'Swain']","['Kaya ScodeIario', 'Kaisa']","['ThisCanBeOnlyOne', 'Nami']","['esedeahi', 'Jax']","['Alaikum Al Salam', 'Rengar']","['M0zzix', 'Vex']","['ÍceÐragøn', 'Xayah']","['Aquarela', 'Neeko']",Victoire des Bleus
1637,"['Masamune San', 'Teemo']","['Fiery Sun Fury', 'Twitch']","['Shameless slots', 'Syndra']","['Spamit', 'Samira']","['szokista', 'Leona']","['Someone Wíld', 'Shen']","['Gmadelysa', 'Graves']","['OGflowerpower69', 'Sylas']","['Kaya ScodeIario', 'Varus']","['o0lefou0o', 'Janna']",Victoire des Rouges
1638,"['farhed02', 'Sett']","['LEADERBOARDTHIEF', 'Kayn']","['twohoyrz', 'Katarina']","['CaitIean', 'Caitlyn']","['Żilean', 'Zilean']","['Electracke', 'Camille']","['IRob1nI', 'Zac']","['Bananenheld2', 'Viktor']","['Kaya ScodeIario', 'MissFortune']","['Someone Wíld', 'Bard']",Victoire des Bleus
1639,"['Whoaldtan', 'Darius']","['INT Randale Radi', 'Trundle']","['Anniuttt', 'Ahri']","['triso91', 'Lucian']","['Kiwi Cultivator', 'Yuumi']","['Yokaro', 'Akali']","['Ringgo', 'Vi']","['Bananenheld2', 'Lux']","['Kaya ScodeIario', 'MissFortune']","['Someone Wíld', 'Taliyah']",Victoire des Bleus
1640,"['Ezequiel17', 'Fiora']","['INT Randale Radi', 'MonkeyKing']","['neil peart fan', 'Akali']","['WEAKSIDE BUZ', 'Samira']","['Kahu', 'Thresh']","['Someone Wíld', 'Kennen']","['swaglord kric', 'Khazix']","['LLiCKY', 'Syndra']","['Kaya ScodeIario', 'Caitlyn']","['captain alexx', 'Nami']",Victoire des Rouges
1641,"['YA RIEN DANS TOI', 'Jax']","['GodzinaSnu', 'Zyra']","['ADC has impact', 'Viktor']","['EZG Loprid', 'Tristana']","['ClickTheFLantern', 'Pantheon']","['Layekhun', 'Diana']","['Castlevania X', 'FiddleSticks']","['19112021', 'Fizz']","['Kaya ScodeIario', 'Kaisa']","['Maniastoco', 'Soraka']",Victoire des Rouges
1642,"['Raw Sauce', 'Riven']","['Layekhun', 'Diana']","['I Play Toulouse', 'Neeko']","['Kaya ScodeIario', 'Varus']","['HuntingU v2', 'Ashe']","['Demonic Pandemon', 'Kayle']","['urthilcc', 'Udyr']","['FunnyWobraza', 'Irelia']","['xXDanny1Xx', 'Jinx']","['Kuraro', 'Renata']",Victoire des Bleus
1643,"['Siedler', 'Ornn']","['Kuraro', 'XinZhao']","['Aryan warmup acc', 'Yasuo']","['MagicZoli', 'Lucian']","['Fαlcοn', 'Nami']","['Sexaniana', 'DrMundo']","['91Pooorn', 'MonkeyKing']","['Layekhun', 'Lissandra']","['Kaya ScodeIario', 'Caitlyn']","['St4rHawk', 'Soraka']",Victoire des Bleus
1644,"['Ianteasterr', 'Warwick']","['Camaralar', 'Vi']","['Ystertonna', 'Vladimir']","['Purple Sweet', 'MissFortune']","['ncsmtbnhh', 'Sylas']","['Sexaniana', 'DrMundo']","['91Pooorn', 'Trundle']","['Layekhun', 'Lissandra']","['Kaya ScodeIario', 'Kaisa']","['Vioranar', 'Karma']",Victoire des Rouges
1645,"['TURBOFISTO', 'Akshan']","['MAD J3SUS', 'Rengar']","['H1z', 'Akali']","['REKing the 90s', 'Ashe']","['DerDave2000', 'Karma']","['Onibaku4', 'Illaoi']","['BMW M5 1500HP', 'Khazix']","['Layekhun', 'Sylas']","['Kaya ScodeIario', 'Caitlyn']","['I xLiberty I', 'Nami']",Victoire des Rouges
1646,"['Main jgl but top', 'DrMundo']","['Lunatic Shacster', 'Shaco']","['Layekhun', 'Sylas']","['Kaya ScodeIario', 'Varus']","['I Am The Villain', 'Blitzcrank']","['1ST Arrer', 'Gwen']","['LUKAS TIMOTHI', 'Graves']","['Linetuvenial', 'Irelia']","['Bäst Ladd I Hbg', 'KogMaw']","['usual', 'Lulu']",Victoire des Rouges
1647,"['Travence', 'Illaoi']","['Kaya ScodeIario', 'Ekko']","['Squ4le', 'Lissandra']","['H150KA', 'Ashe']","[' XIII Heartnet', 'Bard']","['PVT Klamp', 'Garen']","['13131377', 'Graves']","['LeSemeurDeMort', 'Lux']","['Potato Ðjinn', 'Kaisa']","['Laxennnn', 'Heimerdinger']",Victoire des Rouges
1648,"['Korean Myth', 'Akshan']","['unfinished story', 'Kindred']","['Chaotik Evil', 'Rumble']","['ux1ol', 'Kaisa']","['Darth Volibear', 'Sylas']","['4j21j499dx15421', 'Tryndamere']","['Simply Hux', 'Shyvana']","['deep in that', 'Yone']","['Kaya ScodeIario', 'Vayne']","['Magnus MCC09', 'Lulu']",Victoire des Bleus
1649,"['Mango on Yone', 'DrMundo']","['unfinished story', 'Viego']","['Korean Myth', 'Akshan']","['ψ MUDI ψ', 'Caitlyn']","['Bibtedma', 'Lulu']","['shodowmood', 'Sett']","['Swedish', 'Rengar']","['Nightmãré', 'Kaisa']","['Kaya ScodeIario', 'Tristana']","['Magnus MCC09', 'Leona']",Victoire des Bleus
1650,"['Gossypiboma', 'Vladimir']","['Lord Zyzz', 'Khazix']","['TTV NYDAREDLOL', 'Kassadin']","['Lituą', 'Caitlyn']","['settem', 'Janna']","['Psycho Heart', 'Riven']","['todays wrath', 'Ivern']","['ShootingSadTears', 'Viktor']","['Kaya ScodeIario', 'Tristana']","['Magnus MCC09', 'Thresh']",Victoire des Rouges
1651,"['GodSonekk', 'Fiora']","['ΙIΙIΙIΙΙIΙ', 'Kaisa']","['we arent equal', 'Qiyana']","['Yaveringu', 'Ezreal']","['peepoSmiIe', 'Karma']","['Gossypiboma', 'Vladimir']","['zrkzwbofw', 'Viego']","['Ðeath Márk', 'Katarina']","['Kaya ScodeIario', 'Caitlyn']","['Magnus MCC09', 'Nami']",Victoire des Rouges
1652,"['Sisters are hot', 'Yone']","['FIubberPoes', 'Evelynn']","['Víego Diff', 'Lucian']","['Kaya ScodeIario', 'Jinx']","['Magnus MCC09', 'Lulu']","['Zammy', 'Soraka']","['Jgl Diff min 1', 'Zed']","['Eoñ', 'Sylas']","['tuiptoxl', 'Caitlyn']","['Dreaming Lucid', 'Morgana']",Victoire des Bleus
1653,"['Lonelykiko', 'Sett']","['AaRoNizzda', 'MonkeyKing']","['mrkingsley', 'Leblanc']","['Kaya ScodeIario', 'Kaisa']","['GOD PETTY', 'Thresh']","['emberessing', 'Chogath']","['Richard Guerrero', 'Camille']","['Jamie Doxtator', 'Talon']","['FunJean', 'Varus']","['Katiazqt', 'Bard']",Victoire des Bleus
1654,"['Ibo Taakatsuki', 'Olaf']","['Fab Taakatsuki', 'Khazix']","['Sven Abi', 'Katarina']","['edqtuz', 'Ashe']","['Tacomaster', 'Renata']","['Keon71', 'Jayce']","['Dianaderigha', 'XinZhao']","['LZ Dagger', 'Kassadin']","['Kaya ScodeIario', 'Caitlyn']","['GOD PETTY', 'Karma']",Victoire des Rouges
1655,"['UmuTHalat', 'Olaf']","['Demon IIII King', 'Kindred']","['Fallen Chamomile', 'Viktor']","['LofÍ Stoub', 'Caitlyn']","['Anniuttt', 'Lux']","['Tuto was EZ', 'KSante']","['IUIUIUIUIUIUIUI', 'Warwick']","['Ruxaevas', 'Syndra']","['Kaya ScodeIario', 'Sivir']","['Roronoa Wikiki', 'Karma']",Victoire des Bleus
1656,"['unlóvely', 'Sejuani']","['I Nemo I', 'Viego']","['Yedashvatal', 'Graves']","['Kaya ScodeIario', 'Ezreal']","['Sector', 'MissFortune']","['Ruxaevas', 'Kayle']","['Αron', 'Kayn']","['Brilyetas', 'Vladimir']","['In ya fácé', 'Zyra']","['MaggieWong', 'Zilean']",Victoire des Rouges
1657,"['Nnozan', 'Irelia']","['Nikuru', 'Belveth']","['NoSoulsry', 'Heimerdinger']","['Axe Catchem', 'Varus']","['Adamondo', 'Nami']","['Smokingbird', 'Illaoi']","['12321421521', 'MasterYi']","['Brilyetas', 'Vladimir']","['Kaya ScodeIario', 'Ashe']","['jurp33', 'Janna']",Victoire des Rouges
1658,"['Fxyt', 'Jax']","['LLeX0', 'Taliyah']","['CoolGreekLetters', 'Diana']","['ED Cnes', 'Aphelios']","['SnowyQ', 'Zilean']","['Fìrnen', 'Aatrox']","['Míløe', 'Skarner']","['Layekhun', 'Orianna']","['Kaya ScodeIario', 'Caitlyn']","['Lil Méep', 'Bard']",Victoire des Rouges
1659,"['Final Fantasy IX', 'DrMundo']","['zyx 666', 'Ekko']","['Premahracher', 'Nilah']","['Kaya ScodeIario', 'MissFortune']","['Layekhun', 'Amumu']","['s13 practice', 'Renekton']","['THE QUIET JUNGLE', 'Trundle']","['Rika Okkotsu', 'Xerath']","['gyllene kvicken', 'Lucian']","['ZephyrAgha', 'Nami']",Victoire des Bleus
1660,"['Fefuworae', 'Riven']","['KovLeDor', 'Hecarim']","['Benooiit', 'Xerath']","['Xiorycean', 'Vayne']","['NV ghsT', 'Thresh']","['Reumle Jola27', 'DrMundo']","['Reumle Pr0gr4mm', 'LeeSin']","['Layekhun', 'Lissandra']","['Kaya ScodeIario', 'Ashe']","['CremaKayn', 'KSante']",Victoire des Rouges
1661,"['Tumotumel', 'Vladimir']","['Channaviep', 'Kayn']","['FunnyWobraza', 'Irelia']","['niteflightnine', 'Kaisa']","['Zylatharil', 'Renata']","['ncqkfuqa', 'Graves']","['1vs9 Techno Udyr', 'Udyr']","['gwhiqfs', 'Galio']","['Kaya ScodeIario', 'Jinx']","['ZephyrAgha', 'Nami']",Victoire des Rouges
1662,"['TatraPILS', 'Garen']","['ncqkfuqa', 'Karthus']","['gwhiqfs', 'Zed']","['Kaya ScodeIario', 'Lucian']","['ZephyrAgha', 'Nami']","['scbrensp', 'Camille']","['Gallop', 'Hecarim']","['Lynn087', 'Qiyana']","['wo tao yan di', 'Ezreal']","['CaraHutt', 'Bard']",Victoire des Rouges
1663,"['Tyskiebra', 'Shen']","['Trust Me Dont FF', 'MasterYi']","['scbrensp', 'Viktor']","['Kaya ScodeIario', 'Xayah']","['RL9 ENJOYER', 'Nautilus']","['Erverto', 'Volibear']","['Zadjak', 'Rengar']","['Zartueng', 'Azir']","['VeigarM', 'Draven']","['flipiosaurusrex', 'Sylas']",Victoire des Bleus
1664,"['Grillen', 'Shen']","['L9 UWU BABYGIRL', 'Mordekaiser']","['Obliviaté', 'Neeko']","['Βpd', 'MissFortune']","['Tìf', 'Yuumi']","['Brother Kelb', 'TahmKench']","['Idafranktine', 'Viego']","['Pοseidon', 'Orianna']","['Kaya ScodeIario', 'Tristana']","['kevincheesefish', 'Amumu']",Victoire des Rouges
1665,"['Yo Im Frank', 'Sion']","['CakeMaster21', 'Evelynn']","['RauchBäume', 'Talon']","['far', 'Kaisa']","['Lil Duke', 'Twitch']","['TwTv VirtusoEUW', 'Akali']","['Kana Jo', 'Poppy']","['Blackalicious', 'Qiyana']","['Gaoia1', 'Lucian']","['cest1 v2', 'Nami']",Victoire des Rouges
1666,"['HPStarr', 'Taric']","['CAUSEofVIKTORY', 'JarvanIV']","['Zilax', 'Ryze']","['Kymori', 'Caitlyn']","['RedNayce', 'Lux']","['PSYQUI ABUSER', 'Gragas']","['Pivolj LFT', 'Graves']","['Sh1bbz', 'Shen']","['Lil Duke', 'Varus']","['milenka', 'Karma']",Victoire des Rouges
1667,"['HPStarr', 'Taric']","['ordek31', 'Mordekaiser']","['Sloys', 'Anivia']","['Lil Duke', 'Varus']","['goldblade1000', 'Pyke']","['Schockstorm', 'KSante']","['Síríυs', 'Hecarim']","['MIx234v0', 'Akali']","['Massiivinen', 'Kaisa']","['Beretta Lake', 'Zilean']",Victoire des Rouges
1668,"['TNRH', 'Riven']","['GBCN Trakelo', 'Lillia']","['Akalipodefresagg', 'Anivia']","['Lil Duke', 'Twitch']","['berobaba1881', 'Nami']","['Neikone', 'Jax']","['RAPID4SH', 'Graves']","['LeBronze Henra', 'Sylas']","['apwnnul', 'Tristana']","['qmtkdcn', 'Braum']",Victoire des Rouges
1669,"['Hugzon', 'Yone']","['MiawSn', 'Taliyah']","['Pivolj LFT', 'Yasuo']","['Lil Duke', 'Twitch']","['Libertinu', 'Zyra']","['Little JFB', 'Singed']","['got a goth girl', 'AurelionSol']","['xxxxx777', 'Akali']","['Galeforce Gary', 'Lucian']","['Yunishy', 'Nami']",Victoire des Bleus
1670,"['No Pride', 'Sett']","['ZZG Meta Captive', 'Zed']","['Yowamushii', 'Akali']","['ECD', 'Lucian']","['ONLY FIGHT NO FF', 'Nami']","['Lσκι', 'Riven']","['weixin waifuPLDL', 'Kindred']","['Ohios proudest', 'Yasuo']","['Lil Duke', 'Twitch']","['FreZZ7', 'Rakan']",Victoire des Bleus
1671,"['everybοdy lies', 'Yasuo']","['Màjesty', 'Diana']","['ShadowRiccTV', 'KSante']","['Lionel28Richie', 'Ezreal']","['itztruthog', 'Bard']","['Annihilator ARES', 'Volibear']","['Orchíde', 'Kindred']","['T2ger', 'Zed']","['Lil Duke', 'Twitch']","['CarlJohnsonProut', 'Ashe']",Victoire des Bleus
1672,"['NO Feet pic', 'Ornn']","['llBigFoxll', 'Gragas']","['VorbescInEuroi', 'Zed']","['paszkos', 'Kaisa']","['Lil Duke', 'Nami']","['Swain is Odin', 'Sett']","['SENG CUNG', 'Graves']","['Improver', 'Sylas']","['maly zydek', 'Varus']","['Bard is Art', 'Bard']",Victoire des Bleus
1673,"['Flens Slukaren', 'Ornn']","['Kamistekei', 'MasterYi']","['Chiibrolito', 'Syndra']","['Lil Duke', 'Ashe']","['PTX Khada', 'Twitch']","['FNC Rhobalas', 'Varus']","['everybοdy lies', 'Khazix']","['jsuis a poil', 'Tryndamere']","['Eitva', 'Lucian']","['ExplosiveSushi', 'Nami']",Victoire des Bleus
1674,"['Thérez', 'Camille']","['IFafnir Sama', 'Zed']","['Ksuitchel', 'Kassadin']","['The Alienist', 'Varus']","['Rose again', 'Janna']","['Zyanh', 'Darius']","['Branco', 'Graves']","['Group 4 The Win ', 'Veigar']","['Lil Duke', 'Kaisa']","['JustSkilleD', 'Soraka']",Victoire des Rouges
1675,"['the king returns', 'Gragas']","['GazownikPL', 'Khazix']","['TheLollord', 'Twitch']","['Lil Duke', 'Jinx']","['Zukunft Pink ', 'Braum']","['Selyn Kisaragi', 'Warwick']","['tempbbnbwovvonqq', 'Rumble']","['POILK', 'Zed']","['feeubaom', 'Varus']","['vehu', 'Thresh']",Victoire des Rouges
1676,"['The Egøist', 'Graves']","['xXDemonHunt3rXx', 'Zed']","['Ora Phon', 'Neeko']","['Lil Duke', 'Twitch']","['Zukunft Pink ', 'Janna']","['Kenjingua', 'Aatrox']","['Einfach stark', 'Shyvana']","['TATOnachoMAN', 'Syndra']","['Frezhy', 'Varus']","['Paranoid Jester', 'Pyke']",Victoire des Bleus
1677,"['VinZei', 'Jax']","['Tom Cruise IV', 'Rammus']","['Season13isDoomed', 'Talon']","['Lil Duke', 'Varus']","['Jasariak', 'Thresh']","['Aterlobos', 'Garen']","['Sammetjuh1', 'Skarner']","['Eryk', 'Akali']","['Ønlyfk ', 'Kaisa']","['Mr Resu', 'Rakan']",Victoire des Bleus
1678,"['Magicikata', 'KSante']","['AE glizzy', 'Ekko']","['Fat Oner', 'Yone']","['Lil Duke', 'Kaisa']","['RIÐÐ', 'Sona']","['Whiskey Neat ', 'Malphite']","['Niwaso', 'Khazix']","['IIKatakali', 'Katarina']","['flushordrush', 'Varus']","['ProFemalePlayer', 'Janna']",Victoire des Rouges
1679,"['RUSTy B0ster', 'Ryze']","['Algorithmεd', 'Kayn']","['Nonaaaax', 'Zed']","['llBigFoxll', 'Kaisa']","['paułog', 'Bard']","['gajtan is back', 'Aatrox']","['4ll M1ght', 'Trundle']","['ownedbyBenny', 'Ahri']","['Lil Duke', 'Varus']","['2heavy2carry', 'Amumu']",Victoire des Rouges
1680,"['alphadagge', 'Irelia']","['Kroppkakor', 'Volibear']","['Sydynen', 'Akali']","['Minato Uchihä', 'Aphelios']","['MaxMango', 'Janna']","['Xiaochengdongxue', 'Riven']","['useful machine', 'Rengar']","['SupportGaveMeHIV', 'Malzahar']","['Lil Duke', 'Jinx']","['2heavy2carry', 'Ashe']",Victoire des Rouges
