,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
2492,"['Jacø', 'Ornn']","['miss yºu', 'Graves']","['Abu Ezreal', 'Varus']","['LLickyLickXD', 'MissFortune']","['Zoyeventinav', 'Thresh']","['B00 JEU', 'Akali']","['go sleep with me', 'RekSai']","['vellupiderasse', 'Zed']","['StoleLuciansWife', 'Jhin']","['Zorbre Abi', 'Xerath']",Victoire des Rouges
2493,"['B00 JEU', 'Garen']","['lulubulu123', 'Kayn']","['Nnovis', 'Zoe']","['Chocko', 'Caitlyn']","['Strzelba', 'Rakan']","['Bankai 2', 'Volibear']","['Pain Speaker', 'FiddleSticks']","['Wenelinfo', 'Irelia']","['DirectorXu', 'Kaisa']","['MAGO ELÉCTRICO', 'Pyke']",Victoire des Bleus
2494,"['pfp', 'Camille']","['Binunalle', 'Belveth']","['know the ropes', 'Kassadin']","['x3mę', 'Tristana']","['sweet n nasty', 'Karma']","['B00 JEU', 'Garen']","['CunningNori', 'Nunu']","['DamsShiro', 'Lucian']","['VNC Zway', 'Xayah']","['Nashii', 'Janna']",Victoire des Rouges
2495,"['Nflyeryl', 'Malphite']","['Kvargie', 'LeeSin']","['B00 JEU', 'Leblanc']","['rimuuru', 'Samira']","['Shaelaav', 'Swain']","['blllblbl', 'MonkeyKing']","['DragonInShadows', 'Kayn']","['Styrnallea', 'Yone']","['AkadeMika', 'Caitlyn']","['Dennse', 'Bard']",Victoire des Rouges
2496,"['Noctifer', 'Riven']","['Sincedead', 'MasterYi']","['SFD SushieKiller', 'Orianna']","['Psycho Rat', 'KogMaw']","['Valter Blanco', 'Janna']","['Mr hunt3r', 'Irelia']","['wr1gger', 'Nocturne']","['B00 JEU', 'Akali']","['cratz359', 'Tristana']","['A ja som Fačino', 'Thresh']",Victoire des Rouges
2497,"['NetflixAndFling', 'Singed']","['zbccztmvc', 'Ekko']","['190cm 85kg 21cm', 'Katarina']","['tempadybmzdqfkrd', 'Aphelios']","['heeyam', 'Senna']","['GottderSchmiede', 'Ornn']","['Akaza V9', 'Nunu']","['LukiSteve', 'Syndra']","['ompalompis', 'Kaisa']","['Melinoia', 'Lulu']",Victoire des Bleus
2498,"['S04 Gumayusi', 'Ornn']","['Missilasty', 'Graves']","['TheLastGladiatør', 'Yasuo']","['Kox adç', 'Kaisa']","['Reckless Z', 'Twitch']","['DaLumpen', 'Tryndamere']","['Dabby Daddy', 'LeeSin']","['LukiSteve', 'Syndra']","['TSE Plouf', 'Aphelios']","['PezKe', 'Morgana']",Victoire des Bleus
2499,"['1ittlesheep', 'Irelia']","['I Wyklikani', 'Karthus']","['lanternlicker420', 'Sylas']","['CIear1ove11', 'Sivir']","['MadQueen Amelia', 'Soraka']","['LookíngForEgirl', 'Darius']","['LukiSteve', 'Hecarim']","['KC Kappano', 'Akali']","['Jumz', 'Varus']","['Antze', 'Seraphine']",Victoire des Bleus
2500,"['Eugenix', 'Garen']","['LukiSteve', 'Trundle']","['IlIlllIIl', 'Jayce']","['Skander Crane', 'Malzahar']","['immoaura', 'Heimerdinger']","['Tali Siuuu', 'Kennen']","['Xelosop', 'Vi']","['U CANΤ SEE ME', 'Akali']","['mizuhara chlzuru', 'Kaisa']","['Miss Jane', 'Soraka']",Victoire des Bleus
2501,"['Naelyndel', 'Skarner']","['LukiSteve', 'Hecarim']","['Artaxo', 'Viktor']","['ViltsukkaE', 'Ashe']","['PangoDono', 'Lulu']","['PEL mτı', 'Aatrox']","['jen peux plus', 'Viego']","['JLSaitaike', 'Cassiopeia']","['Spark', 'Varus']","['Turret Hugger', 'Soraka']",Victoire des Bleus
2502,"['Kurotsch', 'Ornn']","['LukiSteve', 'Kayn']","['Siggles', 'TwistedFate']","['Waki Serpent', 'Kaisa']","['XD Nidalee', 'Ashe']","['YoureOnTheList', 'Mordekaiser']","['Me and 9 losers', 'Evelynn']","['Rhockas', 'Qiyana']","['YouWantTheD', 'Jinx']","['Whiskey Neat ', 'Janna']",Victoire des Rouges
2503,"['SWΑΤ', 'Sylas']","['Complex jngl', 'Graves']","['cerna', 'Viktor']","['DanyHV', 'Ezreal']","['Creqz', 'Pyke']","['ICarryTheCarrý', 'Maokai']","['LukiSteve', 'Kayn']","['Starnya', 'Velkoz']","['CCP Peepogo', 'Ashe']","['pokz', 'Yuumi']",Victoire des Bleus
2504,"['JonisXD', 'Urgot']","['LukiSteve', 'Kayn']","['wxdrhfszk', 'Syndra']","['Ruuiiiv2', 'Kaisa']","['Golden Killer', 'Blitzcrank']","['bongsayjunco', 'Rumble']","['PCS Kirito', 'Volibear']","['Gandem', 'Akali']","['i love my mom', 'Jhin']","['Bløødharbør Mark', 'Pyke']",Victoire des Bleus
2505,"['a Lone Melody ', 'Akali']","['LukiSteve', 'Kayn']","['Hybrised The old', 'Yone']","['NR Haku', 'Aphelios']","['HSLA Despairge', 'Janna']","['smurf for s10', 'Graves']","['King of Babel', 'Karthus']","['casual 1v9', 'Pantheon']","['Magnans', 'Varus']","['MahHart', 'Sona']",Victoire des Rouges
2506,"['wyvernia', 'Darius']","['Kendall Jennér', 'Khazix']","['FYL Sir Bark ', 'Syndra']","['BiIo', 'Kaisa']","['LN Raven', 'Zyra']","['Desert Dust', 'Kled']","['LukiSteve', 'Kayn']","['DangerAttention', 'Zoe']","['Waifu 4 Laifu', 'Samira']","['Chuveiro', 'Maokai']",Victoire des Rouges
2507,"['Boosted Assassin', 'Yone']","['zivkoisonfire', 'Nidalee']","['Sunríse', 'Syndra']","['τεηdεδ', 'Kalista']","['GioYang', 'Alistar']","['Camouflagge99', 'Mordekaiser']","['LukiSteve', 'Kayn']","['Kappa Moves', 'Twitch']","['ΨQuantumΨ', 'Sivir']","['sup gap sry bro', 'Lulu']",Victoire des Rouges
2508,"['T1x Liance', 'Riven']","['TrolliversReisen', 'FiddleSticks']","['Loirinha Fofinha', 'Vladimir']","['mizuhara chlzuru', 'MissFortune']","['LukiSteve', 'Karma']","['DeansS', 'Aatrox']","['LANIAK Bosh', 'Graves']","['Kokm', 'Heimerdinger']","['Myth1cal', 'Tristana']","['Kaohcin', 'Pyke']",Victoire des Rouges
2509,"['Swordholding', 'Irelia']","['gnppwrweo', 'Ekko']","['Xôdra', 'Yone']","['Phantel', 'MissFortune']","['SeeAWizard', 'Morgana']","['bu xiang  wan lâ', 'Aatrox']","['matixoxoo', 'Blitzcrank']","['LukiSteve', 'Viktor']","['Kyubeti sama', 'Jhin']","['Parane', 'Zyra']",Victoire des Bleus
2510,"['Jemi', 'Sett']","['VININE Godwick', 'Warwick']","['GaGå', 'Seraphine']","['Donovan', 'Kaisa']","['Juraj Jánošík', 'Thresh']","['alesauna', 'Yone']","['matixoxoo', 'Blitzcrank']","['LukiSteve', 'Viktor']","['The real PR ', 'Lucian']","['AFMB Robinhook', 'Braum']",Victoire des Bleus
2511,"['Xamih', 'Shen']","['Ekko the Kayn', 'Ekko']","['BallzyElaTroumpa', 'Cassiopeia']","['KC El Pape', 'Jinx']","['l Bring Death', 'Lulu']","['LukiSteve', 'Gangplank']","['matixoxoo', 'Blitzcrank']","['VTO WANNABE', 'Sylas']","['MrHB1804', 'MissFortune']","['NPCid512233355', 'Leona']",Victoire des Bleus
2512,"['ttv chefsanglier', 'Sejuani']","['LukiSteve', 'Hecarim']","['Need Buff Akali ', 'Akali']","['Iapec', 'Draven']","['jai56ansahhh', 'Braum']","['Zaite', 'Mordekaiser']","['SvenzzonMid', 'Shaco']","['BlueFireV3', 'Vex']","['Motroki is back', 'Caitlyn']","[' Daνid', 'FiddleSticks']",Victoire des Bleus
2513,"['King Corvus', 'Irelia']","['Cptn Care', 'Nunu']","['Strompf', 'Velkoz']","['Pamuncerna', 'MissFortune']","['Fakersillo', 'Leona']","['Sundust', 'Lulu']","['LukiSteve', 'Hecarim']","['Loµis', 'Taliyah']","['Mψkooki', 'Caitlyn']","['Peruhx', 'Bard']",Victoire des Rouges
2514,"['Big Chromie', 'Ornn']","['Anysharkfe', 'MasterYi']","[' 1V9MØNSTER', 'Azir']","['WalterkRjBtN', 'Kaisa']","['Xdroidz', 'Bard']","['Hairo', 'Jax']","['Park Gi Hoon', 'Graves']","['LukiSteve', 'Viktor']","['Xartos', 'Aphelios']","['AoWHaremKing', 'Lux']",Victoire des Bleus
2515,"['LukiSteve', 'Gangplank']","['Gitson13', 'Zac']","['1Giovanni ', 'Taliyah']","['bigdaddyxo', 'Lucian']","['clfan', 'Nami']","['4O4N0tFound', 'Camille']","['Ind0', 'FiddleSticks']","['GOLEM ORIGINΕL', 'Ahri']","['    Bαbÿ xıxı', 'Caitlyn']","['SHUUUUUU7', 'Janna']",Victoire des Rouges
2516,"['LukiSteve', 'Gangplank']","['Màxus', 'Vi']","['Gitson13', 'Velkoz']","['TEYENEVERGIVEUP7', 'Karthus']","['SickLikeMe v3', 'Bard']","['Hog Snopy Rider', 'Renekton']","['INTACCOUNT12345', 'LeeSin']","['Yukero', 'Syndra']","['j1nxy', 'Kalista']","['lllllllllllll 93', 'Thresh']",Victoire des Bleus
2517,"['Hellestur8', 'Mordekaiser']","['Patatas4thewin', 'JarvanIV']","['Sad Gαme', 'Viktor']","['tonytonfisk', 'Sivir']","['Monsieur Mezni', 'Senna']","['Deathblade Main', 'Aatrox']","['F33LPoweR', 'Khazix']","['LukiSteve', 'Kassadin']","['RSadd', 'Nilah']","['blaster33', 'Alistar']",Victoire des Bleus
2518,"['Ainz Ooal Gon', 'Aatrox']","['SPUKER is taken', 'Vi']","['LukiSteve', 'Kassadin']","['Pot Of Coffee', 'MissFortune']","['Boeturo0', 'Amumu']","['adhd ketaric', 'Malphite']","['Rimara', 'Hecarim']","['MilesssThePlayer', 'Yone']","['cafeolait', 'Viktor']","['milujumnamkuCZ', 'Taric']",Victoire des Rouges
2519,"['come back rüven', 'Riven']","['Skyzuh', 'JarvanIV']","['RBC JTC V2', 'Akali']","['Tuuiii93', 'Samira']","['one last tîme', 'Sett']","['Simply Lew', 'Vayne']","['LukiSteve', 'Kayn']","['adderaΙΙ', 'Gragas']","['Jhin is ma bae', 'Jhin']","['Beu', 'Janna']",Victoire des Bleus
2520,"['123ERDOGAN', 'Renekton']","['pråy i die', 'Mordekaiser']","['Enzy', 'Azir']","['Taitonina', 'Kaisa']","['SemiSchizo2', 'Nautilus']","['adderaΙΙ', 'Sion']","['LukiSteve', 'Trundle']","['tritoone int acc', 'Aatrox']","['ˆGweenoczyˆ', 'Samira']","['Seiten auf MMR', 'Morgana']",Victoire des Bleus
2521,"['Martełł', 'Sejuani']","['antidepresan', 'Olaf']","['7Whisper', 'Viktor']","['SpicyRice', 'Ezreal']","['CHektor', 'Bard']","['Misery Pain', 'Riven']","['LukiSteve', 'Trundle']","['D0GGIES', 'Gragas']","['EmiloWich', 'Kaisa']","['SL Regulativ3', 'Amumu']",Victoire des Rouges
2522,"['5445414D53484954', 'Chogath']","['VexJ', 'Graves']","['erggin', 'Syndra']","['superman9527', 'Vayne']","['TriHard Cappa', 'Bard']","['ΑSFALITHS', 'Sett']","['LukiSteve', 'Trundle']","['AddwL3', 'Taliyah']","['hundvatten', 'Sivir']","['Sarakzite', 'Maokai']",Victoire des Bleus
2523,"['PeteBlackz', 'Akshan']","['tempfiwqkmxmcvbn', 'JarvanIV']","['0verthinking', 'Lux']","['DRAVENS FEET ', 'Caitlyn']","['Magik Greek', 'Morgana']","['Gentle Baron', 'Garen']","['LukiSteve', 'Lillia']","['erggin', 'Syndra']","['Redzo', 'Jhin']","['TrueAgxas', 'Xerath']",Victoire des Rouges
2524,"['FearedDuelist', 'Darius']","['LukiSteve', 'Trundle']","['vellupiderasse', 'Viktor']","['Vanwallian', 'Jhin']","['Yukka', 'Taric']","['IΞIIΞI', 'MonkeyKing']","['Reﬂection', 'Udyr']","['Nîghtstêp', 'Lux']","['Tyler69', 'Caitlyn']","['Valos Obecný', 'Lulu']",Victoire des Bleus
2525,"['EmperorEye', 'Gangplank']","['HAFTI ABI 069', 'Kayn']","['4554454', 'Fizz']","['Lil Mooch', 'Jinx']","['Master Of Jungle', 'Yuumi']","['AppolyonReformed', 'Fiora']","['LukiSteve', 'Trundle']","['VAT Pronix', 'Syndra']","['Vannyshaedv', 'Varus']","['Monsieur Mezni', 'Lulu']",Victoire des Bleus
2526,"['AKM Ace', 'Darius']","['Aiden Zhu', 'JarvanIV']","['RoadToMás', 'Malzahar']","['Ťràp  ', 'Twitch']","['Zado', 'Blitzcrank']","['JhinTopNoTroVII', 'Jhin']","['Zulu Warrior', 'Zed']","['Impetuous Blades', 'Katarina']","['0htar', 'Jinx']","['LukiSteve', 'Lulu']",Victoire des Bleus
2527,"['Kalextony', 'Shen']","['Dolph Lundgren 1', 'Trundle']","['Xabap', 'Sylas']","['Angellv1020', 'Tristana']","['D8x9Qn2Z44n3V', 'Soraka']","['AKM Ace', 'Mordekaiser']","['LukiSteve', 'Kayn']","['Nnovis', 'Talon']","['STAYC EVERGLOW', 'Ezreal']","['eLToRolaSo ', 'Maokai']",Victoire des Bleus
2528,"['Winshallah', 'Jax']","['kndhhi', 'MasterYi']","['Apix', 'Anivia']","['sudrufini', 'MissFortune']","['ERTYSSES', 'Yuumi']","['Ghoulden Shower', 'Yorick']","['fojol', 'Graves']","['LukiSteve', 'Viktor']","['w0nderful', 'Twitch']","['Not Taric', 'Lulu']",Victoire des Bleus
2529,"['idktoplane', 'Olaf']","['AngryMaghrebi', 'Hecarim']","['Sleepwalking86', 'Diana']","['Nêgäpi', 'Samira']","['Major Bulbizarre', 'Rell']","['Call Me We', 'Darius']","['EU Karsa', 'Taliyah']","['LukiSteve', 'Viktor']","['strucla6', 'MissFortune']","['Ma Homie Thresh', 'Thresh']",Victoire des Rouges
2530,"['Yawara Inokuma', 'Irelia']","['Ruphus', 'Trundle']","['SamiTheKid ', 'Vladimir']","['Infinity Ed', 'MissFortune']","['SLR enzman', 'Renata']","['FE Eishio', 'Malphite']","['BARC0DE WRIST', 'Hecarim']","['LukiSteve', 'Viktor']","['strucla6', 'Samira']","['Uwe Nestmann', 'Nautilus']",Victoire des Bleus
2531,"['Eric Zemmoûr', 'Garen']","['Atom Lights up', 'Diana']","['HarnaśChugger', 'Orianna']","['Zensvix', 'Caitlyn']","['Tjursnopp', 'Lux']","['Amaia ØT', 'Vex']","['VERTEΧ', 'Vi']","['LukiSteve', 'Viktor']","['lìl ambivert', 'Sivir']","['strucla6', 'Yuumi']",Victoire des Rouges
2532,"['TheFlameBearer', 'Jax']","['Cheap Love', 'Hecarim']","['AE BIGFinale', 'Syndra']","['vjana', 'Tristana']","['Acruelpanda', 'Yuumi']","['Den Fede Konge', 'Ornn']","['NewMentalNewLife', 'Khazix']","['LukiSteve', 'Viktor']","['YouWantTheD', 'Jinx']","['rejey', 'Maokai']",Victoire des Rouges
2533,"['MrMajoor', 'Fiora']","['Baadman', 'Graves']","['Farindor', 'Taliyah']","['Nÿmphaea', 'Veigar']","['Shazedd', 'Senna']","['doupa', 'Quinn']","['LukiSteve', 'Lillia']","['strucla6', 'Sylas']","['FoZe', 'Jinx']","['ZqXY', 'Lulu']",Victoire des Bleus
2534,"['Acsi2', 'Gragas']","['LukiSteve', 'Viego']","['Paraphilister', 'Seraphine']","['strucla6', 'Samira']","['AssPoker', 'Rell']","['PandoraGiss', 'Yone']","['Merveille', 'Pantheon']","['SkyeGuauGuau', 'Fizz']","['Lunar Ark ', 'MissFortune']","['Hog Snopy Rider', 'Sona']",Victoire des Rouges
2535,"['RuBiSOFT', 'Kennen']","['TonyyyyyyyZ', 'Khazix']","['doydx', 'Annie']","['strucla3', 'Samira']","['Silence Emeraude', 'Taric']","['STRYKOL', 'Akshan']","['LukiSteve', 'Trundle']","['Bacon01', 'Lux']","['wxdrhfszk', 'Sivir']","['kyaandere fan', 'Janna']",Victoire des Rouges
2536,"['NOCTURNALEMISION', 'Aatrox']","['AOT', 'Kayn']","['DK ShowmaKOR', 'Diana']","['nurukamel', 'Ezreal']","['BabaMojo', 'Lux']","['BUBSON NUBSON', 'Akali']","['LukiSteve', 'LeeSin']","['Blackbird71', 'Syndra']","['wxdrhfszk', 'Kaisa']","['Trofimos007', 'Maokai']",Victoire des Rouges
2537,"['MCTiime', 'Jax']","['Hørny Evelynn', 'Evelynn']","['zooM024', 'Zed']","['sudrufini', 'MissFortune']","['Hożen', 'Alistar']","['LuTTiFoX', 'Riven']","['LukiSteve', 'Hecarim']","['Yuı', 'Vladimir']","['wxdrhfszk', 'Kaisa']","['attack321', 'Amumu']",Victoire des Bleus
2538,"['WarningPowa', 'Lillia']","['LukiSteve', 'Kayn']","['Ecifircas555', 'Yone']","['wxdrhfszk', 'Caitlyn']","['Mr CLaiRea', 'Nautilus']","['DeinARRRsch', 'Riven']","['Wo Xiang Ni Le', 'Nocturne']","['Angelusew', 'Sylas']","['interast3', 'Sivir']","['MonkeyWiii', 'Morgana']",Victoire des Rouges
2539,"['She has 4 Dashes', 'Aatrox']","['FeelOrd', 'Belveth']","['BenCocoPops', 'Lucian']","['TTVGoodMoodGarry', 'Ezreal']","['KD Hegalituchu', 'Lux']","['Nthehuman', 'Camille']","['LukiSteve', 'Kayn']","['Amazon Driver', 'Viktor']","['wxdrhfszk', 'Tristana']","['fakat si jazavac', 'Rakan']",Victoire des Rouges
2540,"['dani il pro', 'Nasus']","['LukiSteve', 'Kayn']","['DIARRHEA TEAM', 'Viktor']","['Lohis', 'Draven']","['Icylance', 'Bard']","['Nanithen', 'Warwick']","['KINDRED9999', 'Nidalee']","['MASSIVE BALLZ', 'Katarina']","['kill my sup', 'Kaisa']","['Jozh', 'Janna']",Victoire des Rouges
2541,"['hzficjm', 'Sett']","['SalahuAddin', 'MasterYi']","['King of Babel', 'Diana']","['Kwashi', 'Twitch']","['xiao mao', 'Janna']","['TYR jubibou', 'Sylas']","['LukiSteve', 'Kayn']","['BloodyDeathxxx', 'Galio']","['ADC KING L9', 'Samira']","['Camouflagge99', 'Nautilus']",Victoire des Bleus
2542,"['EmperorEye', 'Aatrox']","['LukiSteve', 'Kayn']","['Brain Of Future', 'Kassadin']","['La Pagaille', 'Vayne']","['DengWoC', 'Brand']","['derpeiz doom acc', 'Sylas']","['SalahuAddin', 'MasterYi']","['demolisher544', 'Akali']","['SadHowl', 'Jhin']","['Kukisambas', 'Lux']",Victoire des Bleus
2543,"['Letrakos', 'Mordekaiser']","['mcp85034', 'LeeSin']","['AkaliSSBU', 'Yasuo']","['m1haylovna', 'Ezreal']","['Papua BenaBena ', 'Yuumi']","['I Am Walde', 'Gnar']","['LukiSteve', 'Kayn']","['Sheesz Two Hands', 'Viktor']","['Draconium', 'Ashe']","['Stjernburgare', 'Soraka']",Victoire des Rouges
2544,"['Zaite', 'Mordekaiser']","['LukiSteve', 'Kayn']","['RTG Jacob', 'Akali']","['indijanacc', 'Twitch']","['SvenzzonMid', 'Zilean']","['Haja', 'Sett']","['Cinccino', 'Elise']","['Favorite Liar', 'Lucian']","['Radleynebes', 'Jhin']","['Clefairy', 'Lulu']",Victoire des Rouges
2545,"['Schmid95', 'Maokai']","['Ancores', 'Kindred']","['iPewPewUQQ', 'Vladimir']","['pjeanjea', 'MissFortune']","['CharlySmile', 'Sona']","['I Am Walde', 'Nasus']","['LukiSteve', 'Kayn']","['αshurα', 'Anivia']","['Eyes on mine', 'Kaisa']","['9192', 'Bard']",Victoire des Bleus
2546,"['si mors', 'Sett']","['LukiSteve', 'Kayn']","['Fludched', 'Syndra']","['pew pew uwu', 'Caitlyn']","['GrimGrim871', 'Renata']","['DJ Ruggix', 'Urgot']","['uzeshXX', 'Nidalee']","['Kinasyge', 'Tristana']","['Yisus Drake', 'Kaisa']","['WaterIily', 'Leona']",Victoire des Bleus
2547,"['KC Farilz', 'Darius']","['BLACKBUSDRIVER92', 'Nidalee']","['Bards not Hot', 'Akali']","['Kryoses', 'Zeri']","['Fwsoyak', 'Zilean']","['AvMP Salomonk', 'Ornn']","['Reign Lemon HDZ', 'Lillia']","['LukiSteve', 'Viktor']","['SCHOOLSHOOTERRAT', 'Caitlyn']","['Piuri', 'Thresh']",Victoire des Rouges
2548,"['Äkaża', 'Darius']","['Canyons Son', 'LeeSin']","['LukiSteve', 'Viktor']","['Swirlaya', 'Vayne']","['Acier Silva', 'Soraka']","['HSLA Despairge', 'Teemo']","['CÄCOPHOBIÄ', 'Rengar']","['wxinpark', 'Tristana']","['ShiruMonoNoØ', 'Samira']","['Kokainarienv0gel', 'Nautilus']",Victoire des Rouges
2549,"['Lohis', 'Malphite']","['CÄCOPHOBIÄ', 'Rengar']","['Bunnyhub', 'Karma']","['TrueAgxas', 'Twitch']","['2Relentless', 'Lulu']","['HAPPY Beerila', 'Sion']","['LukiSteve', 'Kayn']","['JrG', 'Ryze']","['Swirlaya', 'Caitlyn']","['Ciapciak is here', 'Nami']",Victoire des Rouges
2550,"['VisualDreamy', 'Yasuo']","['LukiSteve', 'Kayn']","['Gitson13', 'Azir']","['CSSSX', 'Draven']","['dilabcj', 'Karma']","['Tavaa', 'Kled']","['CÄCOPHOBIÄ', 'Taliyah']","['C1 Yasuo', 'Yone']","['ShiruMonoNoØ', 'Caitlyn']","['Astute v2', 'Nami']",Victoire des Bleus
2551,"['Tavaa', 'Kled']","['LukiSteve', 'Kayn']","['Gitson13', 'Vladimir']","['872', 'Draven']","['goldblade1000', 'Pyke']","['Gingy86', 'Sion']","['Guns n Spears', 'Graves']","['Red ßull', 'Anivia']","['Requiem', 'Karthus']","['DenzelAutoBot', 'Sett']",Victoire des Rouges
2552,"['Paramind', 'Yone']","['LukiSteve', 'Kayn']","['Ahri Vegana', 'Azir']","['DNK X', 'Kaisa']","['Filovasty', 'Senna']","['Schwertmagier', 'Poppy']","['Nirylas LaMenace', 'Evelynn']","['danjuan rose', 'MasterYi']","['eliastopboss', 'MissFortune']","['Cannot Touch Dis', 'Xerath']",Victoire des Bleus
2553,"['Toks', 'Malphite']","['My PIG is HUGE', 'Ekko']","['IMG Penguin ', 'Tristana']","['SONOFLOTHBROK', 'Varus']","['DidNamiUltJapan', 'Nami']","['RadiatorGaming', 'Fiora']","['LukiSteve', 'Kayn']","['CNB HyperX Azhos', 'Sylas']","['HeylmVayne', 'Sivir']","['4 CS Per Minute', 'Pyke']",Victoire des Rouges
2554,"['Smookio', 'Swain']","['Shac Shark', 'Shyvana']","['iFatiko', 'Jayce']","['Roi Poney', 'Vayne']","['Orty', 'Yuumi']","['Seve', 'Maokai']","['LukiSteve', 'Kayn']","['MJ XII', 'Akali']","['HeylmVayne', 'Xayah']","['Makyus', 'Rakan']",Victoire des Bleus
2555,"['tktktktktktktk', 'Volibear']","['stoned Katarína', 'Zac']","['PainTearsSadx', 'Kassadin']","['pain pain painnn', 'MissFortune']","['Melpb', 'Lux']","['ZordaxPL', 'Jax']","['MOMDIE GO SKY', 'Viego']","['LukiSteve', 'Viktor']","['HeylmVayne', 'Kaisa']","['ThinkingEmote', 'Thresh']",Victoire des Rouges
2556,"['kum on shrooms', 'Teemo']","['Void Nietzsche', 'Elise']","['Toreseym', 'Ekko']","['Sylkhr', 'MissFortune']","['I KS u', 'Maokai']","['tktktktktktktk', 'Volibear']","['LukiSteve', 'Nocturne']","['lrazmar ', 'Sylas']","['MGK DRUNK FACE', 'Draven']","['INSANEMENTAL69', 'Blitzcrank']",Victoire des Bleus
2557,"['FurryBoiUwU', 'Ornn']","['Kentoshi', 'Zed']","['Strompf', 'Veigar']","['Uncle JamaŁ', 'Vayne']","['Rachel0w0', 'Yuumi']","['PROF DE TEKNO', 'Kayle']","['LukiSteve', 'Kayn']","['Devilos 4', 'Fizz']","['Kahbæ', 'Yasuo']","['bandagge99', 'Syndra']",Victoire des Bleus
2558,"['Worse than Iron4', 'Mordekaiser']","['LukiSteve', 'Kayn']","['TopChangesPls', 'Vex']","['Livai Kiting', 'Twitch']","['Mester TT', 'Alistar']","['fittetryne', 'Ornn']","['Toreseym', 'Ekko']","['Went postal', 'Irelia']","['bot gap 64', 'Jinx']","['unluckyerror', 'Janna']",Victoire des Bleus
2559,"['i deal ap damage', 'Volibear']","['LukiSteve', 'Graves']","['SLQ Paldius', 'Varus']","['Livai Kiting', 'Twitch']","['Sander Buraas', 'Lulu']","['QUE SHI SHUAI', 'Teemo']","['Phochien', 'Belveth']","['4SpecTOdeath', 'Yone']","['404 lojo', 'Kaisa']","['Mester TT', 'Maokai']",Victoire des Rouges
2560,"['MonkeyMuncher735', 'Pantheon']","['CURSED KILLER', 'Maokai']","['Tarryolnat', 'Akshan']","['Vlad on ketamine', 'Caitlyn']","['Patrik Vrbovský', 'Xerath']","['Smirdel', 'Yone']","['LukiSteve', 'Kayn']","['wxdrhfszk', 'Varus']","['Tiwua', 'Ezreal']","['Zayaa', 'Seraphine']",Victoire des Bleus
2561,"['Slip9y', 'Sett']","['LukiSteve', 'Kayn']","['wxdrhfszk', 'Akshan']","['kajkajkajkaj', 'MissFortune']","['RascalSupp', 'Amumu']","['Smirdel', 'Renekton']","['Yul6o', 'JarvanIV']","['INTACCOUNT12345', 'Varus']","['Midsnake', 'Kaisa']","['chaliceofmind1', 'Rell']",Victoire des Bleus
2562,"['Top Performer', 'Fiora']","['RyL PeanutSW 01', 'Kayn']","['Optimal Mid', 'Vladimir']","['Stoned Vayne', 'Caitlyn']","['TheSpartatouille', 'Thresh']","['Firealeks', 'TahmKench']","['LukiSteve', 'Graves']","['Goat Hasbulla', 'Leblanc']","['miclafragua', 'Jinx']","['Onkel CharIie', 'Ashe']",Victoire des Bleus
2563,"['Oliver15sej', 'Olaf']","['TeressaEastern', 'Khazix']","['SPIRITOMB SHINY', 'Viktor']","['SamiTheKid ', 'Jhin']","['HookedCooked', 'Blitzcrank']","['í Maín íllaoí', 'Illaoi']","['LukiSteve', 'Kayn']","['Lucid Dreamz', 'Vladimir']","['gib sib', 'Caitlyn']","['Valistedac', 'Amumu']",Victoire des Rouges
2564,"['ButWhoGonaSTOPme', 'Jayce']","['Fredrik god', 'Poppy']","['RGENG XiaoVy', 'Cassiopeia']","['Danielkoo', 'Ashe']","['BalleNalle', 'Morgana']","['MerlinEllen', 'Yone']","['LukiSteve', 'Kayn']","['Xseonyx', 'Sylas']","['Nheregaris', 'Jinx']","['Br0ix', 'Lulu']",Victoire des Bleus
2565,"['stàrlessnight', 'Sett']","['Sωing', 'Diana']","['SamiTheKid ', 'Vladimir']","['Aborigeen', 'Tristana']","['Cozey', 'Thresh']","['waserqoon', 'Yasuo']","['LukiSteve', 'Kayn']","['Krokstr', 'Akali']","['Marksman Diff', 'Varus']","['GuIuGuIuGulu', 'Blitzcrank']",Victoire des Bleus
2566,"['SpOngie', 'Malphite']","['Liu De Hua', 'Graves']","['Durukder5', 'Sylas']","['Blue Kat', 'Xayah']","['cuteboyq8', 'MissFortune']","['Hua Zai', 'Kayle']","['LukiSteve', 'Kayn']","['Oh Møn Dieu', 'Zed']","['RAGNARLOL', 'Jinx']","['TheRealEilish', 'Lux']",Victoire des Rouges
2567,"['Listepik i Hus', 'Garen']","['LukiSteve', 'Kayn']","['Catharsis', 'Zoe']","['SpookyWooky', 'Kaisa']","['Rubeud', 'Nautilus']","['Bartuś Toplaner', 'Ornn']","['Yevashidardr', 'MasterYi']","['Cant Stop Crab', 'Ziggs']","['Saitaike', 'Ezreal']","['j ai ocun impact', 'Amumu']",Victoire des Bleus
